X1 X2 toy2_true
0.397146822233699 -0.695526660563943 1
-1.16884002841057 1.23552044458201 1
1.55504202716918 -1.26475974046457 1
-0.246789095384185 1.69937317150346 1
0.918011176474281 -0.869924379256698 1
0.210014435078349 -0.372970275739447 1
-2.23078231811786 0.949520396318785 1
-0.419176295350609 -0.398736236247748 1
-0.808862176050019 -0.743195453731238 1
0.341454629162332 1.62123213035798 1
0.0376032679412809 1.28663092398827 1
-0.736092263214977 -1.38733685642344 1
1.23228559285079 0.345817999120367 1
-0.99751288463979 -0.437044954965436 1
0.334653010358652 -0.236810808520725 1
-2.09339968996705 -0.673634993778226 1
1.01838662414531 -0.372660215196567 1
-1.47249563865327 -0.108687835393417 1
2.41486413022444 -1.18374508628205 1
0.69722072443571 0.172443540317536 1
0.686827807809684 0.372538767779437 1
-0.614820578119816 0.441036334428501 1
0.938236819355484 -1.56045296701765 1
0.638756241637922 0.567396841922429 1
-0.541366095475658 -0.560449447317007 1
-0.1769585580295 -0.580215329261755 1
-0.368528065251289 3.1738199445247 2
-0.0151376359142751 0.089304074037407 1
-0.206118334924169 -0.78501091535181 1
0.952586224333633 3.17779121097328 2
1.20519600320763 0.588605047200957 1
1.20497819896596 0.528363696456836 1
1.61445250568284 0.471099202058813 1
-0.633064877611666 -0.490987106152887 1
-1.02312275425642 -1.08693308981688 1
-0.412597485308561 0.0556417948893627 1
-0.986702757806016 0.638886106409728 1
-0.423261535310496 0.409370331840721 1
-0.0460793316610916 -0.247711717575083 1
-0.424172554937371 -0.95380919480548 1
-0.0805220129025168 1.0689971781018 1
-2.31081179362759 1.56047591337769 1
-0.105171451350198 -0.141150595633696 1
0.227975134467081 0.330136674379563 1
-0.562774672374842 1.29301195201047 1
-0.702894982847868 0.120229839989674 1
-1.7542395930347 -0.54056621955082 1
2.12850570560348 -1.62718071802616 1
1.1507294579044 0.609571168549288 1
0.385600211917882 0.139284643874765 1
-0.338551703180521 0.247960723249359 1
-1.17325237645533 0.740175138001622 1
0.304351651116708 -0.723292380135047 1
-1.14351501717333 0.587681047729684 1
-0.924840326896147 -0.81539526412079 1
-0.148222066450446 -0.937227868168494 1
0.714830697977154 1.6846607055668 1
1.27607863134719 -0.0337413864438818 1
1.84699026182235 1.27554202505024 1
-1.92235116113966 0.598655476992992 1
-1.2479386397376 0.758217252574438 1
0.751595384446758 0.50295988599883 1
-0.5310880706985 0.138962912840023 1
1.17596712793661 1.34533600049146 1
0.0179874464129287 0.591300938047765 1
-1.25652723775872 0.0865096330139755 1
1.60819478664484 -2.5503359760598 1
-0.55166601041428 -1.04919453657643 1
-0.68595636639542 3.66836719568235 2
0.173641715020739 1.70331485111525 1
-0.582637894827847 -0.670377171763974 1
-0.5273066248655 -1.70212936442337 1
1.84138788240076 0.213014503723254 1
0.918552474190702 0.611199535116907 1
-1.21168814033209 0.837524060318742 1
0.540340088136918 0.543974711110183 1
0.456456448144171 -1.60049426241403 1
0.233315810827256 -0.661140686083461 1
-0.4185048312174 1.76175568843473 1
0.878100476739095 1.4488753394735 1
-1.84685033647577 0.362993097471086 1
0.400528454185683 -0.539741700740731 1
2.0745807915843 -0.909243210224253 1
-0.259530181670518 0.795578713964845 1
-0.744980149524794 0.78815382307039 1
-1.09878992298648 0.0337411631854866 1
0.556279336424708 1.77914737327851 1
0.723510916227279 -0.55684276759695 1
1.46989102483692 -0.691322544232487 1
0.5545732981219 -0.233438222475119 1
0.583429933060874 0.0209765177163802 1
-0.541426650002437 -1.98409669984605 1
-0.75699711663499 0.448774365157913 1
-0.39186597925281 -0.177054042967968 1
-0.57973203428413 0.697756241987263 1
0.246713724836552 -1.62561078133766 1
1.73818652928383 -0.73785009391525 1
-0.989830559427543 0.636560255321176 1
1.27053275617776 -1.15899200700048 1
-0.171406385293232 -0.776956628432431 1
